customer_id,recency,frequency,monetary,Segment
CS1813,11/21/2014,25,1757,P0
CS1814,10/30/2014,21,1462,P0
CS1815,2/5/2015,14,959,P2
CS1816,2/9/2015,22,1723,P0
CS1817,2/26/2015,18,1315,P0
CS1818,2/25/2015,22,1674,P0
CS1819,2/7/2015,26,1867,P0
CS1820,1/31/2015,25,1898,P0
CS1821,8/1/2014,20,1418,P0
CS1822,2/16/2015,13,921,P2
CS1823,2/4/2015,16,1198,P0
CS1824,3/8/2015,17,1271,P0
CS1825,3/3/2015,23,1734,P0
CS1826,1/3/2015,15,1072,P0
CS1827,3/4/2015,24,1680,P0
CS1828,1/26/2015,16,1154,P0
CS1829,2/26/2015,19,1454,P0
CS1830,12/8/2014,17,1175,P0
CS1831,3/2/2015,26,1759,P0
CS1832,12/3/2014,25,1796,P0
CS1833,1/8/2015,18,1139,P0
CS1834,1/5/2014,13,787,P2
CS1835,2/3/2015,19,1389,P0
CS1836,6/26/2014,26,1905,P0
CS1837,2/2/2015,19,1469,P0
CS1838,3/6/2015,21,1409,P0
CS1839,10/3/2014,16,1123,P0
CS1840,2/4/2015,19,1183,P0
CS1841,3/3/2015,17,1110,P0
CS1842,3/13/2015,21,1568,P0
CS1843,3/14/2015,20,1432,P0
CS1844,2/26/2015,22,1452,P0
CS1845,7/20/2014,13,938,P2
CS1846,12/20/2014,26,1812,P0
CS1847,1/25/2015,22,1576,P0
CS1848,12/26/2014,17,1279,P0
CS1849,3/7/2015,11,716,P2
CS1850,3/9/2015,24,1908,P0
CS1851,2/14/2015,21,1444,P0
CS1852,12/4/2014,14,1020,P2
CS1853,1/11/2015,17,1212,P0
CS1854,11/27/2014,22,1686,P0
CS1855,11/29/2014,19,1256,P0
CS1856,2/28/2015,17,1063,P0
CS1857,3/9/2015,25,1717,P0
CS1858,1/8/2015,21,1389,P0
CS1859,2/10/2015,19,1198,P0
CS1860,3/9/2015,16,1062,P0
CS1861,3/8/2015,20,1376,P0
CS1862,12/29/2014,24,1634,P0
CS1863,2/9/2015,23,1635,P0
CS1864,2/25/2015,27,1992,P0
CS1865,12/10/2014,31,2245,P0
CS1866,11/23/2014,25,1890,P0
CS1867,1/9/2015,20,1271,P0
CS1868,1/9/2015,16,1048,P0
CS1869,2/5/2015,14,868,P2
CS1870,2/1/2015,24,1472,P0
CS1871,10/26/2014,20,1449,P0
CS1872,2/23/2015,20,1416,P0
CS1873,1/20/2015,16,1128,P0
CS1874,3/2/2015,16,1054,P0
CS1875,2/20/2015,19,1481,P0
CS1876,2/18/2015,21,1491,P0
CS1877,12/14/2014,25,1681,P0
CS1878,11/12/2014,23,1775,P0
CS1879,1/23/2015,18,1160,P0
CS1880,11/7/2014,18,1278,P0
CS1881,10/9/2014,13,902,P2
CS1882,1/19/2015,9,673,P2
CS1883,1/25/2015,15,1117,P0
CS1884,2/8/2015,13,802,P2
CS1885,3/14/2015,24,1781,P0
CS1886,11/30/2014,18,1157,P0
CS1887,1/12/2015,19,1506,P0
CS1888,2/5/2015,23,1739,P0
CS1889,2/27/2015,11,717,P2
CS1890,3/3/2015,23,1591,P0
CS1891,5/11/2014,14,927,P2
CS1892,1/30/2015,18,1334,P0
CS1893,12/24/2014,19,1262,P0
CS1894,3/3/2015,21,1456,P0
CS1895,11/6/2014,19,1357,P0
CS1896,9/26/2014,12,874,P2
CS1897,1/2/2015,21,1491,P0
CS1898,12/28/2014,19,1470,P0
CS1899,2/20/2015,11,729,P2
CS1900,11/19/2014,24,1737,P0
CS1901,10/1/2014,22,1620,P0
CS1902,2/13/2015,15,1109,P0
CS1903,3/10/2015,25,1826,P0
CS1904,11/14/2014,18,1275,P0
CS1905,3/2/2015,24,1551,P0
CS1906,2/12/2015,28,2012,P0
CS1907,1/14/2015,20,1423,P0
CS1908,12/1/2014,27,1833,P0
CS1909,3/3/2015,17,1255,P0
CS1910,1/1/2015,16,1142,P0
CS1911,3/5/2015,24,1667,P0
CS1912,3/14/2015,23,1510,P0
CS1913,2/13/2015,16,959,P2
CS1914,2/19/2015,18,1254,P0
CS1915,9/15/2014,6,497,P2
CS1916,3/8/2015,23,1700,P0
CS1917,11/23/2014,17,1028,P0
CS1918,10/17/2014,13,871,P2
CS1919,3/18/2014,20,1256,P0
CS1920,1/26/2015,28,1939,P0
CS1921,1/24/2015,26,2011,P0
CS1922,1/24/2015,20,1418,P0
CS1923,12/29/2014,30,2130,P0
CS1924,2/14/2015,25,1774,P0
CS1925,3/12/2015,28,2000,P0
CS1926,11/19/2014,22,1511,P0
CS1927,11/25/2014,19,1220,P0
CS1928,3/9/2015,14,798,P2
CS1929,1/31/2015,16,1095,P0
CS1930,12/10/2014,22,1559,P0
CS1931,11/8/2014,19,1236,P0
CS1932,10/24/2014,21,1538,P0
CS1933,1/30/2015,23,1568,P0
CS1934,1/31/2015,18,1262,P0
CS1935,1/31/2015,21,1517,P0
CS1936,12/24/2014,15,1080,P0
CS1937,11/29/2014,18,1231,P0
CS1938,2/21/2015,22,1636,P0
CS1939,9/20/2014,19,1297,P0
CS1940,7/7/2014,25,1800,P0
CS1941,3/2/2015,15,1044,P0
CS1942,12/17/2014,18,1308,P0
CS1943,3/10/2015,20,1459,P0
CS1944,2/27/2015,20,1399,P0
CS1945,1/25/2015,21,1527,P0
CS1946,3/6/2015,22,1581,P0
CS1947,12/18/2014,20,1400,P0
CS1948,1/21/2015,17,1230,P0
CS1949,1/21/2015,26,1989,P0
CS1950,3/15/2015,23,1853,P0
CS1951,11/22/2014,20,1331,P0
CS1952,12/10/2014,18,1397,P0
CS1953,3/7/2015,20,1534,P0
CS1954,3/11/2015,21,1549,P0
CS1955,2/12/2015,20,1361,P0
CS1956,8/27/2014,16,1131,P0
CS1957,1/7/2015,23,1698,P0
CS1958,11/29/2014,16,987,P2
CS1959,11/15/2014,22,1537,P0
CS1960,3/6/2015,19,1424,P0
CS1961,2/19/2015,15,1102,P0
CS1962,7/13/2014,14,1062,P2
CS1963,3/9/2015,19,1352,P0
CS1964,3/1/2015,24,1499,P0
CS1965,11/4/2014,17,1182,P0
CS1966,2/23/2015,16,1159,P0
CS1967,2/5/2015,18,1279,P0
CS1968,3/4/2015,22,1429,P0
CS1969,2/4/2015,29,1851,P0
CS1970,3/12/2015,15,1133,P0
CS1971,2/5/2015,16,1130,P0
CS1972,2/18/2015,22,1630,P0
CS1973,11/8/2014,10,664,P2
CS1974,9/19/2014,21,1447,P0
CS1975,12/21/2014,27,1974,P0
CS1976,3/15/2015,14,1036,P2
CS1977,2/26/2015,18,1299,P0
CS1978,12/31/2014,31,2220,P0
CS1979,11/12/2014,17,1145,P0
CS1980,2/27/2015,22,1583,P0
CS1981,3/9/2015,17,1298,P0
CS1982,2/20/2015,32,2354,P0
CS1983,7/23/2014,15,1070,P0
CS1984,5/13/2014,15,1043,P0
CS1985,1/20/2015,20,1411,P0
CS1986,2/15/2015,17,1148,P0
CS1987,2/10/2015,24,1720,P0
CS1988,3/10/2015,23,1569,P0
CS1989,3/7/2015,19,1286,P0
CS1990,1/22/2015,18,1276,P0
CS1991,3/15/2015,22,1677,P0
CS1992,2/13/2015,18,1408,P0
CS1993,9/22/2014,19,1164,P0
CS1994,11/9/2014,16,1115,P0
CS1995,9/30/2014,23,1490,P0
CS1996,1/17/2015,28,2038,P0
CS1997,11/1/2014,17,1153,P0
CS1998,2/23/2015,25,1779,P0
CS1999,3/9/2015,14,1002,P2
CS2000,1/7/2015,21,1395,P0
CS2001,11/11/2014,21,1280,P0
CS2002,1/23/2015,19,1419,P0
CS2003,1/4/2015,24,1687,P0
CS2004,2/1/2015,20,1444,P0
CS2005,2/15/2015,24,1662,P0
CS2006,1/6/2015,15,1114,P0
CS2007,1/22/2015,18,1331,P0
CS2008,3/5/2015,21,1442,P0
CS2009,3/11/2015,12,943,P2
CS2010,11/27/2014,17,1076,P0
CS2011,10/17/2013,14,1078,P2
CS2012,11/27/2014,11,862,P2
CS2013,1/20/2015,18,1177,P0
CS2014,3/3/2015,11,871,P2
CS2015,12/15/2014,21,1542,P0
CS2016,12/11/2014,21,1595,P0
CS2017,9/28/2014,20,1286,P0
CS2018,2/11/2015,19,1404,P0
CS2019,3/3/2015,19,1390,P0
CS2020,11/6/2014,18,1331,P0
CS2021,7/5/2014,16,1211,P0
CS2022,2/15/2015,26,1981,P0
CS2023,1/21/2015,17,1212,P0
CS2024,9/25/2014,17,1176,P0
CS2025,12/25/2014,17,1252,P0
CS2026,3/14/2015,28,1907,P0
CS2027,3/13/2015,25,1648,P0
CS2028,12/24/2014,14,891,P2
CS2029,10/30/2014,17,1046,P0
CS2030,2/20/2015,25,1674,P0
CS2031,2/7/2015,24,1737,P0
CS2032,10/24/2014,19,1289,P0
CS2033,8/31/2014,9,571,P2
CS2034,8/28/2014,21,1447,P0
CS2035,2/26/2015,19,1344,P0
CS2036,2/1/2015,26,1827,P0
CS2037,7/19/2014,24,1663,P0
CS2038,1/26/2015,21,1523,P0
CS2039,2/6/2015,18,1302,P0
CS2040,3/15/2015,22,1347,P0
CS2041,8/12/2014,20,1301,P0
CS2042,1/21/2015,23,1643,P0
CS2043,1/6/2015,21,1420,P0
CS2044,2/1/2015,20,1219,P0
CS2045,1/9/2015,20,1460,P0
CS2046,3/9/2015,13,987,P2
CS2047,2/15/2015,23,1611,P0
CS2048,2/24/2015,22,1677,P0
CS2049,11/12/2014,22,1447,P0
CS2050,3/4/2015,17,1188,P0
CS2051,12/9/2014,20,1585,P0
CS2052,2/27/2015,22,1626,P0
CS2053,3/4/2015,20,1494,P0
CS2054,1/30/2015,15,1074,P0
CS2055,2/3/2015,29,1983,P0
CS2056,1/22/2015,23,1577,P0
CS2057,2/23/2015,17,1238,P0
CS2058,3/5/2015,26,1776,P0
CS2059,11/23/2014,25,1806,P0
CS2060,11/21/2014,18,1089,P0
CS2061,3/13/2015,22,1615,P0
CS2062,10/28/2014,13,795,P2
CS2063,11/17/2014,16,1091,P0
CS2064,11/5/2014,16,1111,P0
CS2065,3/7/2015,17,1069,P0
CS2066,10/23/2014,15,975,P2
CS2067,9/25/2014,20,1341,P0
CS2068,1/23/2015,15,1073,P0
CS2069,12/2/2014,21,1397,P0
CS2070,2/17/2015,19,1354,P0
CS2071,2/21/2015,16,1147,P0
CS2072,3/9/2015,24,1712,P0
CS2073,2/9/2015,21,1511,P0
CS2074,3/15/2015,17,1241,P0
CS2075,1/11/2015,17,1135,P0
CS2076,1/6/2015,15,1019,P0
CS2077,3/8/2015,12,683,P2
CS2078,1/3/2015,20,1498,P0
CS2079,12/2/2014,23,1576,P0
CS2080,1/8/2015,18,1250,P0
CS2081,2/27/2015,25,1749,P0
CS2082,11/24/2014,15,977,P2
CS2083,2/22/2015,26,1632,P0
CS2084,2/24/2015,18,1257,P0
CS2085,9/24/2014,25,1668,P0
CS2086,3/6/2015,28,2071,P0
CS2087,2/23/2015,15,1063,P0
CS2088,2/10/2014,9,612,P2
CS2089,2/9/2015,22,1598,P0
CS2090,10/9/2014,13,939,P2
CS2091,12/6/2014,24,1783,P0
CS2092,1/28/2015,19,1387,P0
CS2093,1/28/2015,20,1298,P0
CS2094,1/15/2015,21,1406,P0
CS2095,3/3/2015,27,1931,P0
CS2096,3/1/2015,16,1136,P0
CS2097,3/8/2015,15,1031,P0
CS2098,1/5/2015,24,1760,P0
CS2099,12/18/2014,14,1034,P2
CS2100,11/10/2014,18,1227,P0
CS2101,1/13/2015,19,1194,P0
CS2102,7/12/2014,19,1356,P0
CS2103,2/9/2015,17,1269,P0
CS2104,2/5/2015,25,1726,P0
CS2105,5/25/2014,15,963,P2
CS2106,2/18/2015,17,1271,P0
CS2107,3/16/2015,14,1047,P2
CS2108,2/2/2015,16,1106,P0
CS2109,2/9/2015,26,1836,P0
CS2110,11/13/2014,17,1098,P0
CS2111,2/26/2015,21,1518,P0
CS2112,3/14/2015,19,1344,P0
CS2113,3/10/2015,27,1892,P0
CS2114,2/7/2015,16,1050,P0
CS2115,2/5/2015,24,1807,P0
CS2116,2/12/2015,27,1744,P0
CS2117,2/19/2015,30,2020,P0
CS2118,8/3/2014,16,1079,P0
CS2119,1/9/2015,24,1775,P0
CS2120,10/11/2014,15,948,P2
CS2121,2/13/2015,18,1205,P0
CS2122,2/23/2015,23,1648,P0
CS2123,12/4/2014,21,1547,P0
CS2124,4/30/2014,15,1027,P0
CS2125,11/8/2014,19,1368,P0
CS2126,2/13/2015,15,1093,P0
CS2127,3/5/2015,29,2072,P0
CS2128,2/5/2015,27,1766,P0
CS2129,2/28/2015,21,1395,P0
CS2130,1/26/2015,26,1853,P0
CS2131,9/12/2014,12,885,P2
CS2132,12/7/2014,14,973,P2
CS2133,1/1/2015,14,902,P2
CS2134,1/7/2015,19,1238,P0
CS2135,2/28/2015,27,2036,P0
CS2136,1/16/2015,13,861,P2
CS2137,3/13/2015,25,1686,P0
CS2138,1/26/2015,23,1710,P0
CS2139,2/2/2015,21,1608,P0
CS2140,1/2/2015,27,1978,P0
CS2141,3/16/2015,17,1080,P0
CS2142,2/12/2015,23,1733,P0
CS2143,2/14/2015,15,1187,P0
CS2144,8/7/2014,10,597,P2
CS2145,3/6/2015,20,1379,P0
CS2146,12/30/2014,22,1433,P0
CS2147,2/24/2015,14,853,P2
CS2148,1/1/2015,22,1495,P0
CS2149,2/28/2015,23,1586,P0
CS2150,8/28/2014,18,1089,P0
CS2151,2/19/2015,16,1153,P0
CS2152,1/28/2015,13,928,P2
CS2153,3/4/2015,21,1550,P0
CS2154,9/8/2014,18,1279,P0
CS2155,1/3/2015,16,1087,P0
CS2156,3/10/2015,15,941,P2
CS2157,3/8/2015,18,1449,P0
CS2158,9/9/2014,18,1305,P0
CS2159,2/18/2015,19,1223,P0
CS2160,1/9/2015,11,614,P2
CS2161,2/17/2015,18,1182,P0
CS2162,1/15/2015,18,1263,P0
CS2163,9/4/2014,14,924,P2
CS2164,6/24/2014,17,1184,P0
CS2165,11/10/2014,14,914,P2
CS2166,9/24/2014,19,1351,P0
CS2167,1/19/2015,24,1739,P0
CS2168,1/29/2015,19,1370,P0
CS2169,1/27/2015,8,626,P2
CS2170,1/7/2015,19,1425,P0
CS2171,12/25/2014,16,1071,P0
CS2172,2/15/2015,20,1490,P0
CS2173,8/21/2014,18,1143,P0
CS2174,2/2/2015,23,1735,P0
CS2175,12/6/2014,23,1611,P0
CS2176,12/28/2014,21,1425,P0
CS2177,3/16/2015,19,1321,P0
CS2178,3/11/2015,26,1854,P0
CS2179,12/25/2014,30,1991,P0
CS2180,2/21/2015,23,1685,P0
CS2181,12/21/2014,15,1159,P0
CS2182,1/3/2015,26,1883,P0
CS2183,1/16/2015,13,855,P2
CS2184,3/2/2015,20,1259,P0
CS2185,10/9/2014,15,988,P2
CS2186,3/12/2015,20,1437,P0
CS2187,1/20/2015,24,1856,P0
CS2188,3/15/2015,19,1128,P0
CS2189,1/12/2015,21,1514,P0
CS2190,11/17/2014,23,1621,P0
CS2191,2/11/2015,22,1466,P0
CS2192,10/15/2014,14,1086,P2
CS2193,2/23/2015,16,1138,P0
CS2194,2/9/2015,24,1803,P0
CS2195,3/3/2015,24,1758,P0
CS2196,1/11/2015,14,1156,P2
CS2197,11/19/2014,21,1496,P0
CS2198,12/25/2014,24,1685,P0
CS2199,1/3/2015,28,1720,P0
CS2200,2/9/2015,19,1330,P0
CS2201,3/5/2015,18,1248,P0
CS2202,1/31/2015,26,1743,P0
CS2203,3/13/2015,16,1016,P0
CS2204,2/12/2015,18,1292,P0
CS2205,1/16/2015,28,1843,P0
CS2206,2/28/2015,18,1291,P0
CS2207,2/22/2015,26,1818,P0
CS2208,2/2/2015,28,1782,P0
CS2209,10/29/2014,15,949,P2
CS2210,12/10/2014,20,1415,P0
CS2211,10/7/2014,11,834,P2
CS2212,11/21/2014,17,1152,P0
CS2213,3/15/2015,24,1540,P0
CS2214,1/7/2015,21,1440,P0
CS2215,2/15/2015,25,1865,P0
CS2216,8/28/2014,22,1486,P0
CS2217,2/24/2015,17,1290,P0
CS2218,2/23/2015,17,1157,P0
CS2219,2/14/2015,17,1038,P0
CS2220,2/13/2015,27,1970,P0
CS2221,1/21/2015,18,1183,P0
CS2222,1/19/2015,14,949,P2
CS2223,3/13/2015,27,1868,P0
CS2224,12/21/2014,14,1073,P2
CS2225,12/19/2014,20,1411,P0
CS2226,3/9/2015,17,1270,P0
CS2227,2/17/2015,21,1288,P0
CS2228,3/6/2015,19,1315,P0
CS2229,2/23/2015,23,1810,P0
CS2230,1/18/2015,24,1600,P0
CS2231,1/19/2015,18,1389,P0
CS2232,9/1/2014,22,1243,P0
CS2233,3/1/2015,23,1847,P0
CS2234,12/21/2014,10,808,P2
CS2235,2/13/2015,17,1228,P0
CS2236,2/8/2015,25,1547,P0
CS2237,2/18/2015,26,1882,P0
CS2238,3/16/2015,15,1156,P0
CS2239,7/1/2014,19,1197,P0
CS2240,11/22/2014,13,973,P2
CS2241,3/14/2015,21,1540,P0
CS2242,12/3/2014,17,1236,P0
CS2243,2/23/2015,14,969,P2
CS2244,2/6/2015,21,1587,P0
CS2245,2/23/2015,20,1406,P0
CS2246,3/9/2015,23,1710,P0
CS2247,3/9/2015,17,1138,P0
CS2248,1/15/2015,16,1092,P0
CS2249,1/22/2015,23,1635,P0
CS2250,3/7/2015,18,1318,P0
CS2251,3/3/2015,25,1745,P0
CS2252,2/10/2015,31,2120,P0
CS2253,1/19/2015,17,1262,P0
CS2254,12/5/2014,21,1331,P0
CS2255,3/7/2015,17,1222,P0
CS2256,2/9/2015,19,1337,P0
CS2257,12/27/2014,23,1757,P0
CS2258,10/2/2014,18,1244,P0
CS2259,2/16/2015,17,1245,P0
CS2260,2/3/2015,18,1126,P0
CS2261,7/11/2014,18,1183,P0
CS2262,11/22/2014,18,1334,P0
CS2263,2/5/2015,27,2019,P0
CS2264,2/2/2015,21,1627,P0
CS2265,1/11/2015,15,910,P2
CS2266,2/23/2015,16,1043,P0
CS2267,1/11/2015,17,1267,P0
CS2268,1/7/2015,19,1470,P0
CS2269,3/10/2015,26,1623,P0
CS2270,11/2/2014,15,1121,P0
CS2271,3/9/2015,23,1619,P0
CS2272,2/3/2015,17,1144,P0
CS2273,1/5/2015,25,1935,P0
CS2274,2/22/2015,18,1124,P0
CS2275,2/14/2015,15,1063,P0
CS2276,10/8/2014,14,1071,P2
CS2277,7/6/2014,24,1682,P0
CS2278,8/19/2014,14,826,P2
CS2279,2/6/2015,22,1546,P0
CS2280,12/25/2014,24,1569,P0
CS2281,2/17/2014,19,1498,P0
CS2282,1/9/2015,21,1452,P0
CS2283,3/1/2015,22,1552,P0
CS2284,12/1/2014,29,2179,P0
CS2285,3/9/2015,29,2022,P0
CS2286,2/26/2014,15,1088,P0
CS2287,2/3/2015,17,1170,P0
CS2288,2/9/2015,19,1254,P0
CS2289,10/8/2014,20,1311,P0
CS2290,3/13/2015,26,1823,P0
CS2291,3/13/2015,20,1424,P0
CS2292,11/5/2014,23,1582,P0
CS2293,1/30/2015,22,1513,P0
CS2294,3/4/2015,22,1615,P0
CS2295,10/31/2014,21,1450,P0
CS2296,2/13/2015,25,1876,P0
CS2297,1/2/2015,19,1447,P0
CS2298,2/5/2015,21,1568,P0
CS2299,1/4/2015,29,1982,P0
CS2300,12/23/2014,23,1648,P0
CS2301,11/30/2014,14,968,P2
CS2302,12/24/2014,23,1585,P0
CS2303,1/20/2015,24,1673,P0
CS2304,3/6/2015,16,1214,P0
CS2305,2/24/2015,24,1717,P0
CS2306,1/21/2015,21,1454,P0
CS2307,12/23/2013,16,1207,P0
CS2308,12/30/2014,22,1542,P0
CS2309,1/29/2015,22,1472,P0
CS2310,2/16/2015,28,2035,P0
CS2311,1/3/2015,18,1321,P0
CS2312,11/27/2014,26,1769,P0
CS2313,3/6/2015,22,1507,P0
CS2314,1/21/2015,16,982,P2
CS2315,9/18/2014,16,1022,P0
CS2316,3/13/2015,33,2330,P0
CS2317,3/4/2015,21,1403,P0
CS2318,11/22/2014,17,1305,P0
CS2319,11/29/2014,18,1253,P0
CS2320,1/24/2015,19,1379,P0
CS2321,8/25/2014,20,1560,P0
CS2322,2/10/2015,18,1360,P0
CS2323,2/12/2015,22,1661,P0
CS2324,2/15/2015,13,898,P2
CS2325,1/11/2015,18,1222,P0
CS2326,2/21/2015,11,681,P2
CS2327,2/24/2015,26,1841,P0
CS2328,2/20/2015,27,1868,P0
CS2329,12/2/2014,21,1531,P0
CS2330,10/17/2014,19,1458,P0
CS2331,3/7/2015,26,1831,P0
CS2332,6/2/2014,16,909,P2
CS2333,3/2/2015,24,1822,P0
CS2334,12/30/2014,17,1202,P0
CS2335,7/26/2014,18,1112,P0
CS2336,2/22/2015,22,1678,P0
CS2337,3/11/2015,21,1454,P0
CS2338,3/16/2015,27,2073,P0
CS2339,1/7/2015,13,862,P2
CS2340,1/24/2015,21,1487,P0
CS2341,2/18/2015,24,1668,P0
CS2342,1/14/2015,17,1165,P0
CS2343,12/6/2014,18,1330,P0
CS2344,1/17/2015,23,1660,P0
CS2345,3/8/2015,29,2051,P0
CS2346,2/4/2015,28,1817,P0
CS2347,3/12/2015,18,1267,P0
CS2348,10/25/2014,25,1598,P0
CS2349,2/19/2015,20,1421,P0
CS2350,2/26/2015,23,1584,P0
CS2351,1/11/2015,23,1679,P0
CS2352,10/6/2014,20,1539,P0
CS2353,11/24/2014,16,1114,P0
CS2354,3/4/2015,23,1682,P0
CS2355,11/7/2014,20,1458,P0
CS2356,8/31/2014,20,1335,P0
CS2357,3/15/2015,24,1753,P0
CS2358,7/21/2014,15,1105,P0
CS2359,2/12/2015,24,1770,P0
CS2360,2/6/2015,13,881,P2
CS2361,12/16/2014,30,2193,P0
CS2362,1/10/2015,21,1505,P0
CS2363,2/26/2015,24,1550,P0
CS2364,2/22/2015,25,1866,P0
CS2365,12/29/2014,15,994,P2
CS2366,2/28/2015,18,1156,P0
CS2367,12/25/2014,19,1208,P0
CS2368,3/9/2015,27,1859,P0
CS2369,1/28/2015,24,1736,P0
CS2370,3/6/2015,21,1420,P0
CS2371,1/23/2015,22,1455,P0
CS2372,2/24/2015,22,1569,P0
CS2373,10/13/2014,26,1728,P0
CS2374,10/26/2014,20,1340,P0
CS2375,2/12/2015,21,1627,P0
CS2376,8/21/2014,10,656,P2
CS2377,1/12/2015,24,1763,P0
CS2378,2/10/2015,25,1680,P0
CS2379,1/28/2015,16,1225,P0
CS2380,12/1/2014,9,717,P2
CS2381,1/28/2015,19,1292,P0
CS2382,11/13/2014,17,1247,P0
CS2383,2/12/2015,20,1227,P0
CS2384,1/31/2015,21,1323,P0
CS2385,1/9/2015,18,1299,P0
CS2386,11/29/2014,21,1552,P0
CS2387,10/9/2014,24,1758,P0
CS2388,2/13/2015,21,1445,P0
CS2389,1/26/2015,20,1613,P0
CS2390,8/24/2014,10,736,P2
CS2391,2/16/2015,25,1768,P0
CS2392,10/16/2014,18,1288,P0
CS2393,2/28/2015,20,1283,P0
CS2394,1/20/2015,18,1378,P0
CS2395,10/7/2014,22,1498,P0
CS2396,2/1/2015,11,796,P2
CS2397,1/6/2015,23,1513,P0
CS2398,1/3/2015,18,1338,P0
CS2399,1/27/2015,25,1777,P0
CS2400,1/27/2015,16,1082,P0
CS2401,2/22/2015,15,1010,P0
CS2402,12/23/2014,13,1063,P2
CS2403,12/21/2014,24,1640,P0
CS2404,12/14/2014,23,1641,P0
CS2405,1/7/2015,12,834,P2
CS2406,10/17/2014,15,1052,P0
CS2407,2/16/2015,25,1732,P0
CS2408,3/6/2015,11,687,P2
CS2409,8/18/2014,15,989,P2
CS2410,11/3/2014,13,847,P2
CS2411,10/13/2014,21,1527,P0
CS2412,2/16/2015,16,1084,P0
CS2413,1/31/2015,15,1074,P0
CS2414,1/9/2015,19,1492,P0
CS2415,2/3/2015,25,1821,P0
CS2416,3/11/2015,20,1353,P0
CS2417,1/14/2015,18,1235,P0
CS2418,2/1/2015,15,951,P2
CS2419,1/13/2015,22,1676,P0
CS2420,11/26/2014,22,1470,P0
CS2421,11/30/2014,28,2054,P0
CS2422,1/11/2015,20,1435,P0
CS2423,3/11/2015,20,1333,P0
CS2424,2/14/2015,20,1536,P0
CS2425,3/6/2015,23,1647,P0
CS2426,3/10/2015,18,1288,P0
CS2427,3/15/2015,15,1122,P0
CS2428,8/19/2014,20,1446,P0
CS2429,10/31/2014,25,1816,P0
CS2430,2/1/2015,27,1756,P0
CS2431,11/8/2014,14,981,P2
CS2432,2/13/2015,19,1493,P0
CS2433,1/6/2015,30,1928,P0
CS2434,2/5/2015,26,1746,P0
CS2435,9/16/2014,16,1056,P0
CS2436,2/24/2015,22,1607,P0
CS2437,1/18/2015,21,1611,P0
CS2438,2/13/2015,22,1423,P0
CS2439,2/13/2015,23,1618,P0
CS2440,10/16/2014,11,809,P2
CS2441,2/18/2015,23,1513,P0
CS2442,2/12/2015,28,1869,P0
CS2443,3/6/2015,19,1246,P0
CS2444,3/3/2015,15,938,P2
CS2445,3/13/2015,19,1135,P0
CS2446,8/13/2014,10,701,P2
CS2447,8/13/2014,17,1329,P0
CS2448,2/19/2015,21,1373,P0
CS2449,1/31/2015,16,1166,P0
CS2450,3/7/2015,16,1238,P0
CS2451,2/24/2015,16,1169,P0
CS2452,12/6/2014,20,1291,P0
CS2453,11/22/2014,19,1374,P0
CS2454,2/3/2015,23,1643,P0
CS2455,2/13/2015,24,1520,P0
CS2456,3/3/2015,17,1219,P0
CS2457,11/17/2014,24,1572,P0
CS2458,1/26/2015,16,1038,P0
CS2459,12/3/2014,27,1968,P0
CS2460,10/18/2014,23,1527,P0
CS2461,1/4/2015,22,1355,P0
CS2462,11/27/2014,20,1431,P0
CS2463,3/3/2015,17,1131,P0
CS2464,1/17/2015,18,1243,P0
CS2465,2/22/2015,20,1456,P0
CS2466,2/23/2015,16,1030,P0
CS2467,2/4/2015,13,814,P2
CS2468,2/27/2015,25,1892,P0
CS2469,2/14/2015,20,1322,P0
CS2470,12/29/2014,15,1216,P0
CS2471,11/5/2014,18,1218,P0
CS2472,1/23/2015,19,1231,P0
CS2473,2/28/2015,19,1429,P0
CS2474,11/20/2014,17,1070,P0
CS2475,3/8/2015,16,989,P2
CS2476,1/22/2015,22,1676,P0
CS2477,3/10/2015,15,969,P2
CS2478,10/25/2014,17,1164,P0
CS2479,2/6/2015,10,747,P2
CS2480,12/7/2014,19,1296,P0
CS2481,11/26/2014,15,906,P2
CS2482,11/29/2014,31,2098,P0
CS2483,11/30/2014,15,1136,P0
CS2484,11/29/2014,17,1142,P0
CS2485,2/13/2015,21,1517,P0
CS2486,12/29/2014,20,1418,P0
CS2487,3/16/2015,25,1727,P0
CS2488,12/19/2014,19,1318,P0
CS2489,9/11/2014,19,1228,P0
CS2490,1/30/2015,22,1561,P0
CS2491,1/30/2015,19,1282,P0
CS2492,12/12/2014,17,1211,P0
CS2493,3/15/2015,28,1817,P0
CS2494,3/15/2015,21,1678,P0
CS2495,2/11/2015,17,1067,P0
CS2496,2/13/2015,23,1573,P0
CS2497,5/25/2014,17,1069,P0
CS2498,2/15/2015,14,896,P2
CS2499,3/2/2015,21,1515,P0
CS2500,9/29/2014,17,1103,P0
CS2501,2/17/2015,23,1600,P0
CS2502,12/8/2014,24,1871,P0
CS2503,9/29/2014,15,1001,P0
CS2504,1/22/2015,11,927,P2
CS2505,11/18/2014,16,1106,P0
CS2506,1/20/2015,20,1505,P0
CS2507,8/16/2014,23,1721,P0
CS2508,2/1/2015,29,2049,P0
CS2509,3/25/2014,13,981,P2
CS2510,12/31/2014,20,1300,P0
CS2511,1/30/2015,18,1291,P0
CS2512,1/22/2015,25,1877,P0
CS2513,11/13/2014,22,1619,P0
CS2514,3/6/2015,21,1405,P0
CS2515,2/16/2015,22,1517,P0
